Episode,Steps Done,Steps Lost,MSE,Done Counter,Epsilon,Instant Reward,Cummulative Reward
82,299,2,14311.2451171875,10,1.656233192120182,-236576.21241007213,-42119920.168450266
83,299,34,4800.56201171875,10,1.656233192120182,-21439.121487495995,-42141359.289937764
84,299,33,6952.99365234375,10,1.656233192120182,21455.30834968557,-42119903.98158808
85,299,9,4450.86572265625,10,1.656233192120182,-82676.33399470497,-42202580.31558278
86,299,0,5899.369140625,10,1.656233192120182,26937.296075369108,-42175643.019507416
87,48,2,967.3959350585938,11,1.656233192120182,2008.3181232958937,-42173634.70138412
88,299,0,148293.65625,11,1.656233192120182,-17590.899915569993,-42191225.60129969
89,299,7,985.1015014648438,11,1.656233192120182,-5825.302883614026,-42197050.904183306
90,299,22,6814.02734375,11,1.656233192120182,-51524.76565406403,-42248575.66983737
91,299,29,4692.83544921875,11,1.656233192120182,578.2780996587661,-42247997.391737714
92,299,0,83675.84375,11,1.656233192120182,-175622.56874094604,-42423619.96047866
93,299,37,12956.84765625,11,1.656233192120182,-75927.45014492032,-42499547.41062358
94,299,24,13509.0302734375,11,1.656233192120182,-206597.59685130557,-42706145.007474884
95,299,24,2404.978515625,11,1.656233192120182,-5803.518874626627,-42711948.526349515
96,299,4,58484.5,11,1.656233192120182,-241690.71532995807,-42953639.241679475
97,299,10,20686.490234375,11,1.656233192120182,-81064.34443768019,-43034703.586117156
98,299,35,1429.85791015625,11,1.656233192120182,-32675.50666608162,-43067379.092783235
99,299,6,18976.263671875,11,1.656233192120182,-120864.34880388183,-43188243.44158712
100,299,5,1121.57373046875,11,1.656233192120182,-15592.909381885207,-43203836.35096901
101,228,36,19640.21484375,12,1.573421532514173,-43139.07158103687,-43246975.422550045
102,299,9,101819.0078125,12,1.573421532514173,-56217.87703568316,-43303193.29958573
103,299,2,110626.0703125,12,1.573421532514173,27472.353939379955,-43275720.94564635
104,299,31,70346.7578125,12,1.573421532514173,-27106.559061590244,-43302827.50470794
105,299,0,55814.984375,12,1.573421532514173,27969.75968686866,-43274857.74502107
106,299,17,2327.863037109375,12,1.573421532514173,-109590.13416871314,-43384447.87918978
107,299,0,51186.390625,12,1.573421532514173,25816.202762165998,-43358631.67642762
108,299,0,1123.7041015625,12,1.573421532514173,-35885.74620357663,-43394517.4226312
