Episode,Steps Done,MSE,Lost Counter,Done Counter,Epsilon,Instant Reward,Cummulative Reward
332,220,[3877.962158203125],152,162,2.9118019047633807,20723.02447639638,-1460340.0422036978
333,299,[4734.42333984375],152,162,2.9118019047633807,12189.383998805395,-1448150.6582048924
334,43,[78925.4296875],152,163,2.9118019047633807,5393.572274573186,-1442757.0859303193
335,159,[7840.95751953125],152,164,2.9118019047633807,13216.087176424553,-1429540.9987538948
336,299,[39684.73046875],152,164,2.9118019047633807,28725.80978460162,-1400815.1889692931
337,198,[42710.38671875],152,165,2.9118019047633807,19999.293611063276,-1380815.8953582298
338,82,[55557.94921875],152,166,2.9118019047633807,8608.505651809748,-1372207.38970642
339,88,[20923.6640625],152,167,2.9118019047633807,9243.553272661295,-1362963.8364337587
340,242,[926765.3125],153,167,2.9118019047633807,8677.97935219367,-1354285.857081565
341,30,[38106.859375],153,168,2.9118019047633807,4623.256218242687,-1349662.6008633224
342,162,[29956.900390625],153,169,2.9118019047633807,13116.342061646443,-1336546.2588016759
343,135,[59995.67578125],154,169,2.9118019047633807,-506.7572123237114,-1337053.0160139995
344,299,[8281.1083984375],154,169,2.9118019047633807,23087.82181624556,-1313965.194197754
345,40,[106436.9140625],154,170,2.9118019047633807,4190.2225832764025,-1309774.9716144775
346,71,[4840.42236328125],155,170,2.7662118095252115,-6661.72390042106,-1316436.6955148985
347,299,[3733.1416015625],155,170,2.7662118095252115,26530.330372450928,-1289906.3651424476
348,29,[7355.765625],156,170,2.7662118095252115,-7031.498199568852,-1296937.8633420165
349,35,[8538.982421875],157,170,2.7662118095252115,-6562.382947384473,-1303500.2462894008
350,83,[137776.484375],157,171,2.7662118095252115,7639.2337384874845,-1295861.0125509133
351,152,[110316.3125],158,171,2.7662118095252115,3410.00531520597,-1292451.0072357072
352,22,[13533.5029296875],158,172,2.7662118095252115,3854.315847963477,-1288596.6913877437
353,128,[118279.1640625],158,173,2.7662118095252115,11344.804757383052,-1277251.8866303607
354,64,[8233.1796875],159,173,2.7662118095252115,-6285.543016715601,-1283537.4296470764
355,299,[26626.119140625],159,173,2.7662118095252115,27276.195147769577,-1256261.234499307
356,299,[12551.4013671875],159,173,2.7662118095252115,21591.048395684014,-1234670.186103623
357,122,[6374.28759765625],159,174,2.7662118095252115,12629.617992980495,-1222040.5681106425
358,32,[12955.19921875],160,174,2.7662118095252115,-7552.104897998208,-1229592.6730086408
359,299,[33531.17578125],160,174,2.7662118095252115,29377.933438490323,-1200214.7395701504
360,71,[79524.7421875],161,174,2.7662118095252115,-4651.455660995587,-1204866.195231146
361,35,[57414.09765625],162,174,2.627901219048951,-6905.179716254657,-1211771.3749474005
362,81,[25087.0625],162,175,2.627901219048951,9337.537335090095,-1202433.8376123104
363,243,[5521.50146484375],163,175,2.627901219048951,10230.620126495021,-1192203.2174858153
364,62,[69254.7265625],163,176,2.627901219048951,7643.565396615966,-1184559.6520891993
365,160,[11741.2275390625],164,176,2.627901219048951,2599.6053907059195,-1181960.0466984934
366,101,[12523.6953125],164,177,2.627901219048951,8843.216361774335,-1173116.830336719
367,291,[418705.15625],164,178,2.627901219048951,22901.924357721047,-1150214.905978998
368,35,[32991.28515625],164,179,2.627901219048951,3915.1480260413086,-1146299.7579529567
369,166,[54503.3125],165,179,2.627901219048951,3284.5339425130423,-1143015.2240104438
370,127,[4694.47412109375],166,179,2.627901219048951,1937.2281312229388,-1141077.9958792208
371,299,[29325.712890625],166,179,2.627901219048951,19643.305141394063,-1121434.6907378267
372,101,[3405.0703125],166,180,2.627901219048951,8392.049372287544,-1113042.6413655393
373,80,[61774.50390625],166,181,2.627901219048951,9898.93934731964,-1103143.7020182197
374,299,[13262.3115234375],166,181,2.627901219048951,28867.67978820092,-1074276.0222300189
375,24,[259467.625],166,182,2.627901219048951,3515.3234113449207,-1070760.6988186738
376,109,[12181.6787109375],167,182,2.4965061580965036,-154.41043300624733,-1070915.10925168
377,299,[256315.796875],167,182,2.4965061580965036,23120.668739761168,-1047794.4405119189
378,299,[10966.59375],167,182,2.4965061580965036,17057.64294722758,-1030736.7975646913
379,16,[2198.298583984375],167,183,2.4965061580965036,3152.358404099563,-1027584.4391605917
380,68,[911.7755737304688],167,184,2.4965061580965036,4283.322908180611,-1023301.116252411
381,183,[14530.4189453125],168,184,2.4965061580965036,2323.7694347106426,-1020977.3468177004
382,173,[9247.1083984375],168,185,2.4965061580965036,14282.065105647047,-1006695.2817120533
383,154,[99089.9609375],169,185,2.4965061580965036,2460.293451041345,-1004234.988261012
384,117,[5406.1259765625],169,186,2.4965061580965036,10742.880005132967,-993492.108255879
385,299,[38965.60546875],169,186,2.4965061580965036,22716.781846966962,-970775.3264089121
386,272,[4845.81689453125],169,187,2.4965061580965036,15850.974155601987,-954924.3522533101
387,88,[42881.48828125],170,187,2.4965061580965036,-7879.193187110565,-962803.5454404207
388,148,[37502.7421875],171,187,2.4965061580965036,2030.055283211439,-960773.4901572093
389,19,[8730.2333984375],172,187,2.4965061580965036,-8350.673985104646,-969124.164142314
390,109,[206459.875],172,188,2.4965061580965036,9762.08165797587,-959362.0824843381
391,242,[16366485.0],173,188,2.3716808501916784,11002.937690315746,-948359.1447940223
392,299,[115829.125],173,188,2.3716808501916784,25291.326860090427,-923067.817933932
393,50,[29618.421875],173,189,2.3716808501916784,6603.813336441666,-916464.0045974903
394,299,[10060.599609375],173,189,2.3716808501916784,19293.619915048897,-897170.3846824414
395,66,[14472.4775390625],174,189,2.3716808501916784,-5796.6304383236375,-902967.015120765
396,22,[14087.2294921875],174,190,2.3716808501916784,3743.140677857556,-899223.8744429074
397,137,[18007.935546875],175,190,2.3716808501916784,1254.4277967492962,-897969.4466461581
398,161,[27497.96875],176,190,2.3716808501916784,3207.4107672511127,-894762.035878907
399,108,[18979.376953125],176,191,2.3716808501916784,8539.931450267766,-886222.1044286392
