Episode,Steps Done,Steps Lost,MSE,Done Counter,Epsilon,Instant Reward,Cummulative Reward
169,299,0,17286.658203125,24,0.5090546461522764,-18468.526167507323,-65022602.980400704
170,238,33,95876.5859375,25,0.5090546461522764,-25648.44761319801,-65048251.4280139
171,299,0,1452.5587158203125,25,0.5090546461522764,-15741.387597827992,-65063992.81561173
172,299,0,64552.671875,25,0.5090546461522764,25447.007452001282,-65038545.808159724
173,299,0,72538.1328125,25,0.5090546461522764,26030.803077330205,-65012515.00508239
174,299,0,1396.8138427734375,25,0.5090546461522764,25904.62716534845,-64986610.377917044
175,299,0,1722.5670166015625,25,0.5090546461522764,26045.86426814194,-64960564.513648905
176,299,11,13512.1796875,25,0.5090546461522764,-70963.63546192303,-65031528.14911083
177,160,0,85982.3984375,26,0.5090546461522764,12583.688050646482,-65018944.46106018
178,299,0,804.38818359375,26,0.5090546461522764,26527.845547560853,-64992416.61551262
179,299,48,4038.5546875,26,0.5090546461522764,-32553.38915871702,-65024970.004671335
180,299,5,21707.681640625,26,0.5090546461522764,-219640.49304119853,-65244610.49771253
181,299,0,2200.878173828125,26,0.4836019138446625,23776.546584801574,-65220833.95112773
182,299,0,3931.509521484375,26,0.4836019138446625,26668.399042088688,-65194165.55208564
183,299,0,2279.099365234375,26,0.4836019138446625,26270.95771177033,-65167894.59437387
184,299,22,8116.33837890625,26,0.4836019138446625,-120163.1670019422,-65288057.76137581
185,71,0,12032.03125,27,0.4836019138446625,-16123.222551604915,-65304180.983927414
186,299,29,99788.2578125,27,0.4836019138446625,-46786.992971775,-65350967.97689919
187,299,32,115582.75,27,0.4836019138446625,2489.594270145268,-65348478.382629044
188,57,0,11129.765625,28,0.4836019138446625,-29369.93317293925,-65377848.315801986
189,299,5,4440.56494140625,28,0.4836019138446625,-88970.32157118613,-65466818.63737317
190,208,31,3712.977294921875,29,0.4836019138446625,13957.564446425125,-65452861.072926745
191,299,0,7332.10693359375,29,0.4836019138446625,29153.76542872043,-65423707.30749802
192,299,8,11353.2158203125,29,0.4836019138446625,-64654.94357783576,-65488362.25107586
193,299,0,1715.888671875,29,0.4836019138446625,-384997.5705178829,-65873359.82159374
194,299,2,146906.953125,29,0.4836019138446625,-96986.89409512327,-65970346.71568886
195,299,0,545.173095703125,29,0.4836019138446625,-137116.58071267934,-66107463.29640154
196,299,0,18839.2890625,29,0.4836019138446625,28307.142533073493,-66079156.15386847
197,299,0,116769.7109375,29,0.4836019138446625,27033.42699080634,-66052122.72687766
198,299,0,64862.3125,29,0.4836019138446625,28473.938768430686,-66023648.78810923
199,299,0,2423.116455078125,29,0.4836019138446625,22294.18012497387,-66001354.60798425
200,16,0,487.7777404785156,30,0.4836019138446625,-12157.529009368973,-66013512.136993624
201,299,31,16967.703125,30,0.45942181815242933,-60962.03306098795,-66074474.170054615
202,299,12,24775.921875,30,0.45942181815242933,26253.7492915315,-66048220.42076308
203,299,28,4440.109375,30,0.45942181815242933,-17703.525593665312,-66065923.94635675
204,299,16,839.0050659179688,30,0.45942181815242933,-108412.35881574356,-66174336.305172496
205,299,36,6915.35595703125,30,0.45942181815242933,-123355.44439291711,-66297691.749565415
206,299,14,8283.55859375,30,0.45942181815242933,-204701.8882642259,-66502393.63782964
207,299,12,2751.018798828125,30,0.45942181815242933,20943.51734422646,-66481450.12048541
208,299,0,89225.2265625,30,0.45942181815242933,27518.400860796282,-66453931.719624616
209,299,33,2046.0257568359375,30,0.45942181815242933,-53598.21525684218,-66507529.934881456
210,299,0,5522.22998046875,30,0.45942181815242933,-27730.573243569328,-66535260.50812502
211,299,0,249.36322021484375,30,0.45942181815242933,-23597.03291990482,-66558857.54104493
212,299,27,13396.6650390625,30,0.45942181815242933,-18169.435030321474,-66577026.97607525
213,299,4,104441.3984375,30,0.45942181815242933,-131283.00922008613,-66708309.98529533
214,299,0,17225.7578125,30,0.45942181815242933,23855.73712144538,-66684454.248173885
215,299,5,965.2172241210938,30,0.45942181815242933,2709.1727322501674,-66681745.075441636
216,299,37,24161.935546875,30,0.45942181815242933,-45016.36463114144,-66726761.440072775
217,299,37,1418.93994140625,30,0.45942181815242933,-45468.87265314952,-66772230.312725924
218,299,18,107906.1953125,30,0.45942181815242933,-112227.97306704991,-66884458.28579298
219,299,0,111184.8515625,30,0.45942181815242933,-24795.7936258274,-66909254.0794188
220,299,46,7415.47900390625,30,0.45942181815242933,-109273.08475581846,-67018527.16417462
221,299,38,74826.6484375,30,0.4364507272448078,-38076.661306991235,-67056603.82548161
222,299,23,82492.9765625,30,0.4364507272448078,-161170.81215083215,-67217774.63763244
223,299,0,2043.2691650390625,30,0.4364507272448078,10473.832473933706,-67207300.80515851
224,299,0,928.887451171875,30,0.4364507272448078,29442.95779953064,-67177857.84735899
225,299,1,660.7510986328125,30,0.4364507272448078,27008.489971132047,-67150849.35738786
226,299,0,2341.256103515625,30,0.4364507272448078,26785.384232876764,-67124063.97315498
227,286,11,10468.078125,31,0.4364507272448078,-130826.2573669357,-67254890.23052192
228,299,0,1316.6568603515625,31,0.4364507272448078,31194.17387289458,-67223696.05664903
229,299,0,109525.1171875,31,0.4364507272448078,24332.512305540306,-67199363.54434349
230,299,0,104323.5,31,0.4364507272448078,25840.47692370269,-67173523.06741978
231,299,0,115721.0078125,31,0.4364507272448078,-26090.39516923623,-67199613.46258903
232,299,0,4420.3935546875,31,0.4364507272448078,26020.117135478467,-67173593.34545355
233,299,30,68938.96875,31,0.4364507272448078,-6873.458403503786,-67180466.80385704
234,299,23,6721.482421875,31,0.4364507272448078,11802.68265014666,-67168664.1212069
235,299,20,395.083984375,31,0.4364507272448078,13116.853242020345,-67155547.26796487
236,299,4,7241.13427734375,31,0.4364507272448078,-19092.883019159028,-67174640.15098403
237,299,19,135439.484375,31,0.4364507272448078,-248884.31347439578,-67423524.46445844
238,299,0,183328.484375,31,0.4364507272448078,23629.631427437318,-67399894.833031
