Episode,Steps Done,MSE,Lost Counter,Done Counter,Epsilon,Instant Reward,Cummulative Reward
107,448,[33144.7890625],77,31,6.285035664843748,15988.754904038846,-2149281.4345904477
108,76,[19838.05859375],78,31,6.285035664843748,-2646.6906754102147,-2151928.125265858
109,193,[3627.381103515625],79,31,6.285035664843748,-8316.316495284174,-2160244.441761142
110,48,[27112.53515625],79,32,6.285035664843748,5529.814272153539,-2154714.6274889885
111,11,[18385.748046875],79,33,6.285035664843748,1361.700291106408,-2153352.927197882
112,55,[52045.3828125],79,34,6.285035664843748,6480.723093763515,-2146872.2041041185
113,9,[100336.5703125],79,35,6.285035664843748,2485.4850420239527,-2144386.7190620946
114,118,[15491.919921875],79,36,6.285035664843748,-8713.45667273612,-2153100.1757348306
115,6,[30995.455078125],79,37,6.285035664843748,2179.085040445465,-2150921.090694385
116,23,[574425.5],79,38,6.285035664843748,-2409.0725150277162,-2153330.1632094127
117,240,[31396.619140625],79,39,6.285035664843748,18874.07389567216,-2134456.0893137404
118,33,[14416.9716796875],79,40,6.285035664843748,797.1939428006879,-2133658.8953709397
119,34,[6838.921875],79,41,6.285035664843748,-3565.8905704886083,-2137224.7859414285
120,122,[5421.27099609375],80,41,6.285035664843748,168.60114407984292,-2137056.1847973485
121,10,[117115.734375],80,42,5.97078388160156,1195.0980126399372,-2135861.0867847083
122,115,[24912.978515625],80,43,5.97078388160156,-1740.7108520619686,-2137601.79763677
123,12,[30309.896484375],81,43,5.97078388160156,-8948.958017708756,-2146550.755654479
124,234,[28226.412109375],82,43,5.97078388160156,4871.158989833686,-2141679.5966646452
125,8,[37050.359375],82,44,5.97078388160156,2162.4445124502404,-2139517.152152195
126,70,[2931.6171875],83,44,5.97078388160156,-15402.460598306612,-2154919.612750502
127,11,[9849.984375],83,45,5.97078388160156,2578.5874564777514,-2152341.025294024
128,138,[42782.8203125],83,46,5.97078388160156,4239.6580893033915,-2148101.3672047206
129,139,[18091.087890625],84,46,5.97078388160156,-1092.014411483664,-2149193.3816162045
130,13,[24639.662109375],84,47,5.97078388160156,2849.8487786733263,-2146343.532837531
131,18,[56003.65234375],84,48,5.97078388160156,3714.6051441781733,-2142628.927693353
132,43,[73483.2578125],84,49,5.97078388160156,5202.529835081283,-2137426.397858272
133,22,[25497.90234375],84,50,5.97078388160156,-6843.797328705836,-2144270.1951869777
134,38,[6110112.0],85,50,5.97078388160156,-10383.04140197753,-2154653.2365889554
135,36,[18112.97265625],85,51,5.97078388160156,5165.334034665694,-2149487.90255429
136,96,[35463.33984375],86,51,5.672244687521482,-4645.378973684335,-2154133.281527974
137,68,[46817.1953125],87,51,5.672244687521482,-6162.873373199847,-2160296.154901174
138,2,[13973.9375],87,52,5.672244687521482,1723.1625091508058,-2158572.992392023
139,122,[20548.267578125],88,52,5.672244687521482,-28671.029402574088,-2187244.021794597
140,473,[9232.6298828125],89,52,5.672244687521482,19496.085227125976,-2167747.9365674714
141,101,[79678.3203125],90,52,5.672244687521482,-10886.363715263442,-2178634.300282735
142,8,[12980.685546875],90,53,5.672244687521482,2364.0406493928695,-2176270.2596333423
143,69,[49131.16015625],90,54,5.672244687521482,-2364.4344701991195,-2178634.6941035413
144,11,[5920.86181640625],90,55,5.672244687521482,2664.1451587658703,-2175970.5489447755
145,465,[17620.51171875],91,55,5.672244687521482,29691.825164011672,-2146278.723780764
146,28,[24251.544921875],91,56,5.672244687521482,370.3737710170949,-2145908.350009747
147,174,[11620.390625],92,56,5.672244687521482,-2280.6896677127843,-2148189.0396774597
148,1,[54130.11328125],92,57,5.672244687521482,1611.581254575403,-2146577.4584228843
149,5,[49367.16015625],92,58,5.672244687521482,1965.4761022218838,-2144611.9823206626
150,28,[253673.921875],92,59,5.672244687521482,569.6463142040202,-2144042.3360064584
151,98,[131315.234375],92,60,5.388632453145407,80.28222176601048,-2143962.053784692
152,6,[30215.423828125],92,61,5.388632453145407,2144.2578851938333,-2141817.7958994983
153,107,[17219.634765625],93,61,5.388632453145407,-2911.669312791628,-2144729.4652122897
